snt_id,sdr,sdr_i,si-snr,si-snr_i 
item1613,22.44901,21.366478,16.11053466796875,15.37977409362793
item1614,22.72267,23.518974,18.49212646484375,19.429391860961914
item1615,23.717834,23.576273,18.608211517333984,18.73345947265625
item1616,23.077204,23.99151,17.102195739746094,18.320627212524414
item1617,27.468105,27.35878,19.149030685424805,19.345191955566406
item1618,21.115414,21.292149,16.78792953491211,17.081783294677734
item1619,24.409382,23.621422,18.768951416015625,18.275768280029297
item161,24.873518,24.621025,17.236862182617188,17.446962356567383
item1620,28.574268,29.348215,21.66571807861328,22.848535537719727
item1621,18.597681,19.157677,14.956672668457031,15.717156410217285
item1622,20.63814,20.542406,15.01540756225586,15.148502349853516
item1623,22.355774,22.4954,17.48453712463379,17.98815155029297
item1624,23.696795,23.878353,18.179759979248047,18.629892349243164
item1625,27.593887,27.484932,19.551809310913086,19.640430450439453
item1626,21.170015,21.60674,17.845516204833984,18.595327377319336
item1627,24.022411,24.24819,19.77597999572754,20.15566635131836
item1628,25.835846,26.200588,22.386274337768555,22.91658592224121
item1629,24.089937,25.3524,18.17603302001953,20.33924674987793
item162,22.676807,24.080517,17.79897689819336,19.442920684814453
item1630,23.050425,23.0936,15.08741569519043,15.413980484008789
item1631,24.895214,26.021034,17.29083251953125,18.991252899169922
item1632,20.901127,21.790047,17.636838912963867,19.148805618286133
item1633,21.30659,24.983856,18.03477668762207,22.471515655517578
item1634,26.065975,26.552265,17.40455436706543,18.110416412353516
item1635,26.421272,26.978529,19.350780487060547,20.166675567626953
item1636,26.685322,27.309288,20.918664932250977,21.763427734375
item1637,23.13341,25.888813,18.209604263305664,21.356868743896484
item1638,21.240519,19.352987,17.449352264404297,16.95775032043457
item1639,25.508759,26.241865,18.49596405029297,19.533065795898438
item163,15.979628,15.82053,13.171995162963867,13.19123363494873
item1640,21.1199,21.336433,16.997234344482422,17.52723503112793
item1641,21.98242,22.14172,17.674091339111328,18.010007858276367
item1642,25.603647,27.654404,19.517173767089844,22.04694175720215
item1643,18.48427,19.689878,15.79751968383789,17.18782615661621
item1644,28.0251,28.19906,21.867507934570312,22.49735450744629
item1645,26.910313,26.570253,18.53676414489746,19.293413162231445
item1646,22.581953,23.077133,17.687137603759766,19.07735824584961
item1647,20.06475,20.992428,15.784974098205566,17.54991340637207
item1648,24.774593,25.4044,20.317764282226562,21.127758026123047
item1649,25.027628,24.782795,19.029237747192383,19.220947265625
item164,23.86864,23.9222,18.245655059814453,18.49229621887207
item1650,19.981531,20.367985,16.525650024414062,17.19510841369629
item1651,26.571747,27.09097,22.119661331176758,23.00192642211914
item1652,22.41008,23.438318,17.286401748657227,18.868118286132812
item1653,25.074368,25.842207,19.27420425415039,20.25988006591797
item1654,19.899368,20.597277,14.509105682373047,15.50421142578125
item1655,24.904827,24.5367,20.241985321044922,20.13609504699707
item1656,19.246597,20.4328,15.17872142791748,16.810731887817383
item1657,23.12954,24.451023,17.508676528930664,19.199708938598633
item1658,22.141949,23.426022,19.20259666442871,20.797826766967773
item1659,26.6419,27.217667,19.97598648071289,20.741830825805664
item165,27.463402,27.960636,19.36734962463379,20.06556510925293
item1660,27.21876,27.197803,19.84796905517578,20.245718002319336
item1661,20.229422,21.672848,16.253480911254883,17.970094680786133
item1662,21.181528,22.646332,17.76189613342285,19.735645294189453
item1663,23.2005,25.023584,17.014883041381836,19.152362823486328
item1664,26.257563,25.806,19.05703353881836,19.020532608032227
item1665,23.770786,23.889986,17.23296356201172,17.599138259887695
item1666,20.713919,21.755394,16.92591094970703,18.222745895385742
item1667,20.055769,20.341295,15.631518363952637,16.245712280273438
item1668,23.234718,23.7504,16.408740997314453,17.103193283081055
item1669,31.7127,32.83933,22.55636215209961,24.019309997558594
item166,22.351536,22.997818,16.1141357421875,17.02406883239746
item1670,25.967377,25.914532,18.375049591064453,18.584680557250977
item1671,26.209885,25.16929,20.733413696289062,20.046377182006836
item1672,15.964235,15.405501,13.146267890930176,12.92553997039795
item1673,19.5,21.069443,15.45561695098877,17.495758056640625
item1674,25.180986,25.07949,20.209392547607422,20.345081329345703
item1675,22.32309,23.494692,17.691879272460938,19.227886199951172
item1676,19.118315,19.328796,15.85843276977539,16.36152458190918
item1677,30.30038,30.10505,22.023141860961914,22.296428680419922
item1678,26.992197,27.361252,19.352184295654297,19.894916534423828
item1679,26.13126,26.264124,20.584552764892578,21.11774253845215
item167,22.833971,24.591333,17.24066925048828,19.172868728637695
item1680,22.648226,22.577389,17.936737060546875,18.281782150268555
item1681,25.182343,26.400856,18.242855072021484,19.796669006347656
item1682,21.528635,22.443792,16.542438507080078,18.458463668823242
item1683,22.693226,21.726305,18.032161712646484,17.386028289794922
item1684,30.13683,30.935177,22.194671630859375,23.234790802001953
item1685,19.241375,21.5201,14.152727127075195,17.40482521057129
item1686,24.56175,28.128223,19.032590866088867,22.9971923828125
item1687,19.903557,20.361683,14.33115291595459,15.044519424438477
item1688,18.899452,19.026579,13.878242492675781,14.6438627243042
item1689,24.504507,26.25298,16.66192626953125,18.599336624145508
item168,21.25983,22.753645,16.543453216552734,18.255321502685547
item1690,21.105343,20.942305,15.735506057739258,15.996320724487305
item1691,24.93792,24.601427,19.881118774414062,19.646100997924805
item1692,22.011902,22.843887,15.30948257446289,16.407432556152344
item1693,25.795145,25.532177,19.17691421508789,19.331398010253906
item1694,25.263485,24.965351,19.706979751586914,19.59921646118164
item1695,24.420145,25.578796,16.91777992248535,18.59957504272461
item1696,20.063538,21.170881,16.890432357788086,18.249038696289062
item1697,23.922245,25.671686,15.559670448303223,18.08269500732422
item1698,24.828367,24.421843,19.44900131225586,19.288307189941406
item1699,21.351112,21.211212,17.227344512939453,17.53325653076172
item169,24.747349,25.963106,18.785097122192383,20.658626556396484
item16,26.188868,26.024984,18.833206176757812,18.91415023803711
item1700,18.606392,19.370966,15.876842498779297,17.10929298400879
item1701,21.81959,21.827204,16.976276397705078,17.294815063476562
item1702,24.545963,25.148062,19.20035743713379,20.061466217041016
item1703,26.341614,26.20393,20.294803619384766,20.445934295654297
item1704,24.991154,26.185276,19.409395217895508,20.771831512451172
item1705,22.454346,24.01375,16.245485305786133,18.066083908081055
item1706,21.671677,23.82627,15.744062423706055,18.171672821044922
item1707,25.538723,23.309309,19.412105560302734,17.799171447753906
item1708,25.260765,24.51352,18.65703582763672,18.079029083251953
item1709,23.859552,21.87613,18.638885498046875,17.191814422607422
item170,20.126312,20.67681,15.769613265991211,16.721996307373047
item1710,20.754745,21.17505,16.8997802734375,17.870805740356445
item1711,29.35912,29.585833,20.929447174072266,21.324970245361328
item1712,26.81768,27.368338,20.700220108032227,21.559268951416016
item1713,28.38428,30.326666,20.665897369384766,22.87179183959961
item1714,27.004711,27.764523,18.519031524658203,19.511503219604492
item1715,23.75064,23.621773,19.97414779663086,19.955284118652344
item1716,19.708443,21.882324,14.533369064331055,16.89883041381836
item1717,18.61212,18.799967,15.497953414916992,15.954620361328125
item1718,24.300808,26.323282,16.36454200744629,19.320270538330078
item1719,32.250076,32.533066,24.489307403564453,25.346792221069336
item171,25.775139,26.615189,19.47494125366211,20.764158248901367
item1720,21.721165,22.978422,15.77250862121582,17.235366821289062
item1721,22.470503,20.34462,18.08340835571289,16.320571899414062
item1722,23.706741,25.408512,16.10220718383789,18.307449340820312
item1723,23.691784,22.165142,19.185039520263672,18.53078842163086
item1724,24.374245,25.92997,18.64156150817871,21.179651260375977
item1725,18.414362,18.927761,14.302244186401367,15.050387382507324
item1726,24.856586,26.981722,19.02602767944336,21.38785743713379
item1727,29.126282,29.918133,22.18143653869629,23.50386619567871
item1728,19.224571,19.933912,14.679162979125977,15.846585273742676
item1729,21.953789,21.851141,16.430049896240234,16.474002838134766
item172,27.35693,27.487381,20.956775665283203,21.24081802368164
item1730,22.403229,22.500149,17.43779945373535,17.800874710083008
item1731,21.638012,21.006575,16.601551055908203,16.373682022094727
item1732,16.030994,15.65896,13.539909362792969,13.363192558288574
item1733,26.12114,26.985407,18.55740737915039,19.777353286743164
item1734,22.476688,25.30859,18.446979522705078,21.715116500854492
item1735,22.908327,22.54557,18.496898651123047,18.26526641845703
item1736,26.625757,25.619986,21.122713088989258,20.30470848083496
item1737,19.859684,21.04858,16.369747161865234,17.87032699584961
item1738,20.941435,20.396164,17.080760955810547,16.86406898498535
item1739,19.32971,18.453163,14.550166130065918,14.318981170654297
item173,23.73537,26.304817,17.789981842041016,20.583524703979492
item1740,28.694767,28.073853,21.29204559326172,21.084064483642578
item1741,29.517754,31.153,22.611963272094727,24.7924747467041
item1742,25.285763,25.16206,19.07253074645996,19.166173934936523
item1743,22.344755,23.350021,16.677583694458008,18.10272979736328
item1744,22.493088,22.379738,17.429763793945312,17.803634643554688
item1745,24.465256,23.0777,17.330062866210938,16.771284103393555
item1746,27.826757,28.4882,19.343828201293945,20.17251968383789
item1747,28.368435,28.167694,21.19243621826172,21.093978881835938
item1748,21.531162,22.007578,18.005887985229492,18.680490493774414
item1749,27.66066,27.988762,20.55990219116211,21.13744354248047
item174,18.022432,19.69196,15.145849227905273,17.692138671875
item1750,30.788048,30.909758,23.52161407470703,24.007097244262695
item1751,24.334991,25.074324,19.148555755615234,20.070621490478516
item1752,15.386931,15.586466,12.853644371032715,14.2944974899292
item1753,18.699741,21.030584,15.032800674438477,17.765911102294922
item1754,28.863098,29.805826,19.890865325927734,21.41838264465332
item1755,27.884811,25.440283,20.924686431884766,19.178091049194336
item1756,15.93376,16.128052,13.534942626953125,14.031933784484863
item1757,23.046032,22.843351,18.526893615722656,18.495006561279297
item1758,21.253376,21.389906,14.997159957885742,15.29896068572998
item1759,14.65201,17.349003,12.36099624633789,17.186811447143555
item175,25.66285,26.256807,19.98276138305664,20.705886840820312
item1760,23.12928,23.153893,17.86379623413086,18.094331741333008
item1761,14.944489,16.823399,12.27099323272705,14.681139945983887
item1762,14.385831,14.570929,10.690725326538086,11.341381072998047
item1763,24.899296,24.885756,17.604755401611328,17.855443954467773
item1764,25.653616,26.513067,17.88890266418457,19.265531539916992
item1765,26.955572,25.792864,19.115257263183594,18.38274383544922
item1766,13.808174,16.017628,12.06607437133789,15.105403900146484
item1767,27.122059,26.985983,20.37839126586914,20.503616333007812
item1768,22.725502,22.486048,17.24599838256836,17.131397247314453
item1769,20.422285,21.505713,16.289691925048828,17.969694137573242
item176,22.394753,23.175692,16.652685165405273,17.69780158996582
item1770,28.293724,28.352097,21.122947692871094,21.462522506713867
item1771,27.832703,27.658176,21.318330764770508,21.4295711517334
item1772,25.2959,26.900711,19.7450008392334,21.490339279174805
item1773,25.848637,25.79512,20.315258026123047,20.407915115356445
item1774,27.07573,28.137917,19.561553955078125,20.949420928955078
item1775,29.633411,28.73036,23.292076110839844,22.593868255615234
item1776,24.82956,24.609608,20.35009002685547,20.42919921875
item1777,33.604584,34.452,21.578800201416016,23.136831283569336
item1778,27.72765,27.97835,20.41934585571289,20.987329483032227
item1779,24.502047,24.645138,18.041534423828125,18.412826538085938
item177,24.534868,25.09239,15.985204696655273,16.73593521118164
item1780,26.820127,26.628178,21.64672088623047,21.59639549255371
item1781,27.410934,27.324524,21.95387840270996,22.008455276489258
item1782,20.853352,21.084616,16.89404296875,18.128662109375
item1783,22.043903,22.550417,15.016204833984375,15.71872329711914
item1784,24.951765,22.971935,19.74483871459961,18.257396697998047
item1785,10.762539,11.580259,8.136617660522461,9.6699857711792
item1786,22.96672,23.42773,18.28020668029785,18.84292984008789
item1787,23.155735,23.364347,18.01804542541504,18.482343673706055
item1788,22.517628,22.808012,17.929203033447266,18.87526512145996
item1789,22.918709,24.146818,17.46177864074707,18.893016815185547
item178,26.139458,26.230896,21.090717315673828,21.384727478027344
item1790,22.961233,22.658377,19.937929153442383,19.743850708007812
item1791,27.59368,29.224306,19.761863708496094,23.070741653442383
item1792,27.81025,27.73187,20.79220199584961,20.846891403198242
item1793,20.359386,21.19917,15.858104705810547,17.236915588378906
item1794,28.520882,29.71407,21.345888137817383,22.764394760131836
item1795,25.604023,25.906973,18.593799591064453,19.013736724853516
item1796,15.108128,16.13115,12.257698059082031,13.531662940979004
item1797,16.14006,17.417768,14.04334831237793,15.569318771362305
item1798,26.504723,26.487068,19.519920349121094,19.754125595092773
item1799,25.693787,25.285997,20.90367889404297,20.669681549072266
item179,26.33894,26.270176,20.91900634765625,21.09542465209961
item17,30.729712,30.752872,20.922832489013672,21.25946044921875
item1800,18.730753,19.411642,13.785728454589844,14.900604248046875
item1801,25.778152,21.159048,19.25707244873047,15.007696151733398
item1802,28.378925,29.383053,20.618040084838867,21.95735740661621
item1803,23.362564,23.649973,19.94477081298828,20.817325592041016
item1804,15.924328,15.688627,12.701323509216309,12.925764083862305
item1805,23.603619,23.53173,19.453556060791016,19.47241973876953
item1806,27.1898,27.10099,20.078218460083008,20.147838592529297
item1807,18.949806,19.03912,15.321548461914062,15.646979331970215
item1808,19.541895,21.726906,15.677515029907227,18.285400390625
item1809,25.215328,25.783125,18.915931701660156,19.617908477783203
item180,25.407616,24.723297,19.171764373779297,18.825801849365234
item1810,26.038002,25.386955,18.954683303833008,18.644201278686523
item1811,22.525879,22.128029,18.13117218017578,18.060367584228516
item1812,20.937359,21.32357,14.034818649291992,14.604594230651855
item1813,23.65033,23.677544,15.767152786254883,15.940221786499023
item1814,26.117006,26.092548,18.849308013916016,19.04777717590332
item1815,28.601162,27.874498,21.47449493408203,21.14509391784668
item1816,25.330494,25.710642,20.565765380859375,21.422937393188477
item1817,25.890238,25.877945,21.733715057373047,22.255544662475586
item1818,26.840057,27.198458,20.09510612487793,20.890182495117188
item1819,24.1134,25.763409,18.496789932250977,20.577232360839844
item181,21.769993,21.59491,16.17011833190918,16.18706703186035
item1820,26.975891,26.989573,17.453025817871094,17.73653793334961
item1821,15.011437,16.029251,12.720673561096191,14.075555801391602
item1822,26.492296,26.046804,18.37894058227539,18.37939453125
item1823,20.234062,20.118198,17.753416061401367,17.949321746826172
item1824,16.980423,18.149004,12.800018310546875,14.362114906311035
item1825,20.763348,23.144806,15.88929557800293,19.25504493713379
item1826,19.50129,19.755508,14.614947319030762,15.001038551330566
item1827,27.353237,25.363054,21.313806533813477,19.615020751953125
item1828,22.734077,22.642082,19.05600357055664,19.10702133178711
item1829,19.544075,19.449442,16.204967498779297,16.348068237304688
item182,23.173096,21.440134,17.078052520751953,16.10380744934082
item1830,27.134058,27.218655,21.810691833496094,22.003820419311523
item1831,22.31604,24.165333,16.117027282714844,18.553720474243164
item1832,17.62106,18.083313,14.903739929199219,16.107179641723633
item1833,24.104248,25.206463,15.569708824157715,17.31456184387207
item1834,23.773525,22.651585,19.003570556640625,18.161842346191406
item1835,26.21223,25.057066,18.76410484313965,17.935205459594727
item1836,27.471542,28.597147,21.310747146606445,22.705799102783203
item1837,22.660362,19.568363,16.674020767211914,14.24239730834961
item1838,26.487103,28.641344,19.152576446533203,22.654184341430664
item1839,18.697556,19.434004,14.801054000854492,16.163761138916016
item183,26.299055,26.31798,19.864055633544922,20.156761169433594
item1840,19.508675,19.017282,15.173775672912598,14.847339630126953
item1841,25.414473,25.064432,19.06153678894043,18.859193801879883
item1842,23.520527,23.58197,16.754356384277344,17.087844848632812
item1843,24.16102,23.380299,19.089340209960938,18.7867431640625
item1844,30.511919,31.34863,23.03469467163086,24.069730758666992
item1845,29.588268,30.56168,20.071460723876953,21.584091186523438
item1846,25.55027,25.366646,20.689682006835938,20.707868576049805
item1847,24.106457,24.616282,19.489295959472656,20.179189682006836
item1848,30.112709,30.19638,22.580669403076172,22.857019424438477
item1849,21.334763,21.732866,17.696239471435547,18.288864135742188
item184,22.161516,22.846304,18.157514572143555,19.075843811035156
item1850,19.5733,19.765,16.034250259399414,16.65381622314453
item1851,29.984077,31.708477,21.47467803955078,23.73855972290039
item1852,30.978683,30.656212,22.616928100585938,22.48076057434082
item1853,15.800759,15.536347,12.92593765258789,12.996511459350586
item1854,27.307215,27.662516,21.82567024230957,22.43454360961914
item1855,24.288023,24.411926,17.35883331298828,17.906673431396484
item1856,22.130915,24.455984,15.146815299987793,17.789106369018555
item1857,24.934155,26.228144,18.170169830322266,20.153213500976562
item1858,25.034672,26.244936,18.929386138916016,20.31148910522461
item1859,25.726152,28.015049,17.60338020324707,20.358484268188477
item185,25.4617,25.51873,19.566734313964844,20.06830596923828
item1860,32.441128,31.564894,22.2945556640625,21.704320907592773
item1861,24.56151,25.419037,17.268329620361328,18.305280685424805
item1862,21.439724,22.570442,16.568798065185547,17.983978271484375
item1863,20.155704,22.983727,15.934355735778809,19.34768295288086
item1864,24.560013,24.935675,19.721698760986328,20.22452163696289
item1865,22.515476,22.940876,18.66162109375,19.393085479736328
item1866,25.824028,27.176277,18.203527450561523,19.99854278564453
item1867,26.582151,26.217312,18.832523345947266,18.855886459350586
item1868,16.14175,13.149466,13.737077713012695,11.186917304992676
item1869,27.937656,27.994242,20.519039154052734,20.986114501953125
item186,20.079918,19.875845,17.741601943969727,17.909814834594727
item1870,23.597912,24.85773,16.969356536865234,18.91262435913086
item1871,23.65503,23.756931,19.286914825439453,19.703754425048828
item1872,25.279339,25.038456,18.88782501220703,18.77260398864746
item1873,27.244198,30.636984,19.75860023498535,23.880287170410156
item1874,20.69437,20.78606,16.008209228515625,16.517202377319336
item1875,23.211626,23.678173,18.620361328125,19.25933837890625
item1876,28.080666,28.608171,21.99828338623047,22.933380126953125
item1877,22.702934,23.022507,18.990657806396484,19.59731674194336
item1878,22.50003,27.200424,15.995686531066895,21.31679344177246
item1879,20.883358,23.126757,16.22579574584961,18.778812408447266
item187,24.655678,23.435322,19.410213470458984,18.711782455444336
item1880,16.106615,16.137344,13.498866081237793,13.656682968139648
item1881,18.154192,16.596386,15.998525619506836,14.892300605773926
item1882,22.874838,22.847733,16.508316040039062,16.64193344116211
item1883,24.983006,23.277737,17.652233123779297,16.54167938232422
item1884,21.494377,20.362774,17.34014129638672,17.014860153198242
item1885,32.31797,31.980537,22.157485961914062,21.899307250976562
item1886,20.640387,24.268908,15.534320831298828,19.696075439453125
item1887,23.02455,23.827398,18.20079231262207,19.2038516998291
item1888,30.249836,29.305164,22.246990203857422,21.698225021362305
item1889,25.523272,24.535862,20.20713996887207,19.51942253112793
item188,22.95026,25.411793,18.359058380126953,21.563739776611328
item1890,26.913643,27.073725,18.90239906311035,19.19645881652832
item1891,25.650341,26.198061,19.36811637878418,20.31032371520996
item1892,24.709915,24.174318,18.36048126220703,18.289304733276367
item1893,26.361988,28.180891,19.78525733947754,22.17682647705078
item1894,32.280605,31.858995,22.177270889282227,22.01300811767578
item1895,28.91847,29.05576,20.180755615234375,20.466548919677734
item1896,22.046417,22.266794,18.221111297607422,18.745098114013672
item1897,29.815353,30.358967,18.21389389038086,18.99746322631836
item1898,25.274086,27.406624,17.182777404785156,19.712478637695312
item1899,22.80679,22.674334,15.979042053222656,16.09192657470703
item189,24.049202,24.124975,19.94295883178711,20.287235260009766
item18,20.273022,23.454418,14.249556541442871,18.196327209472656
item1900,23.367504,24.233208,18.41153335571289,19.63487434387207
item1901,27.697594,27.638517,21.151596069335938,21.253868103027344
item1902,24.668142,24.950342,19.643314361572266,20.09070587158203
item1903,22.993912,26.43852,17.799999237060547,21.747568130493164
item1904,22.395798,23.59394,17.1472110748291,18.51508903503418
item1905,22.214928,21.768354,16.379568099975586,16.197818756103516
item1906,22.783464,23.207266,16.925750732421875,17.61661148071289
item1907,26.247221,26.4965,19.128475189208984,19.640159606933594
item1908,25.073633,24.814898,18.561080932617188,18.426345825195312
item1909,23.20159,23.589954,17.272441864013672,17.930706024169922
item190,15.818283,15.775283,13.104351043701172,13.453817367553711
item1910,24.35527,24.58869,18.609764099121094,19.280729293823242
item1911,23.876686,24.007515,17.64938735961914,17.945354461669922
item1912,22.801144,23.745325,17.584674835205078,18.98041343688965
item1913,28.292215,28.13192,20.503860473632812,20.529375076293945
item1914,29.075123,31.041914,20.614696502685547,23.041929244995117
item1915,23.48732,25.86118,17.59893226623535,20.303390502929688
item1916,22.134163,22.329283,18.028121948242188,18.90167999267578
item1917,32.912384,32.559097,21.01395034790039,21.164077758789062
item1918,23.621819,23.048187,18.504087448120117,18.147247314453125
item1919,19.300055,19.988577,15.679008483886719,16.518259048461914
item191,18.262989,21.416624,14.559587478637695,17.969213485717773
item1920,14.938413,11.115263,12.28834056854248,9.080724716186523
item1921,27.259789,26.067139,20.71333885192871,19.76072883605957
item1922,26.94806,28.706152,19.888561248779297,22.039640426635742
item1923,29.317764,28.950106,22.876102447509766,22.641645431518555
item1924,22.793787,20.771406,15.790283203125,14.068984985351562
item1925,19.255728,18.982075,14.952316284179688,15.12150764465332
item1926,21.141989,24.456753,16.184528350830078,20.183834075927734
item1927,25.566772,26.43234,18.88055419921875,20.106746673583984
item1928,23.474413,24.8278,18.53579330444336,20.22196388244629
item1929,27.310366,30.179014,22.611915588378906,26.05497932434082
item192,24.20951,24.387852,18.932191848754883,19.254819869995117
item1930,19.45849,20.380703,15.548141479492188,16.731056213378906
item1931,15.56896,17.88037,12.155803680419922,15.392704010009766
item1932,20.984169,22.880486,15.764561653137207,17.907793045043945
item1933,28.553993,29.81248,19.436668395996094,21.182783126831055
item1934,26.769094,26.537672,20.570293426513672,20.634111404418945
item1935,16.622864,16.89541,14.848021507263184,15.67774486541748
item1936,22.070843,21.369297,17.00830841064453,16.60272979736328
item1937,22.834408,22.749453,17.420616149902344,17.595930099487305
item1938,21.86869,22.295403,17.90442657470703,18.61134910583496
item1939,17.719587,16.601685,14.15075397491455,13.760091781616211
item193,23.372156,22.706076,18.43358612060547,17.920242309570312
item1940,23.863789,22.125982,19.440380096435547,18.024478912353516
item1941,15.792507,16.589485,13.49853515625,14.916180610656738
item1942,30.851542,29.79449,21.153778076171875,20.481298446655273
item1943,27.19005,26.904606,19.91811180114746,19.911949157714844
item1944,21.947754,22.550867,17.424541473388672,18.5454044342041
item1945,21.221703,20.913658,17.069944381713867,17.006540298461914
item1946,21.76759,22.725773,17.330631256103516,18.508682250976562
item1947,22.770123,23.54351,19.44822883605957,20.487022399902344
item1948,23.084324,19.090105,16.797115325927734,13.929018020629883
item1949,21.226719,23.621437,16.487468719482422,19.2755184173584
item194,21.153088,21.109097,16.007091522216797,16.447908401489258
item1950,28.656298,29.378275,19.575654983520508,20.713054656982422
item1951,23.46614,23.260857,17.822017669677734,17.78301239013672
item1952,23.37106,24.93952,18.05297088623047,19.86492919921875
item1953,18.781103,21.342405,16.331127166748047,20.31166648864746
item1954,15.641436,12.329412,13.296798706054688,10.461742401123047
item1955,30.361614,29.830275,21.97376823425293,21.6723575592041
item1956,16.677416,17.346006,12.68118667602539,13.830890655517578
item1957,15.90822,15.816844,11.767903327941895,11.917728424072266
item1958,27.068573,27.688349,18.555419921875,19.322139739990234
item1959,19.745161,20.793798,15.458579063415527,16.985122680664062
item195,23.995514,22.838316,18.970928192138672,18.104616165161133
item1960,28.782616,29.415741,21.605422973632812,22.387622833251953
item1961,26.934061,28.872828,19.69606590270996,22.099334716796875
item1962,28.142262,29.024597,21.190013885498047,22.56371307373047
item1963,26.545315,26.58172,21.56555938720703,21.769987106323242
item1964,20.822336,21.323795,16.92734146118164,17.680477142333984
item1965,24.587917,22.839222,19.15871238708496,17.754444122314453
item1966,21.9675,23.6955,16.673587799072266,18.975954055786133
item1967,21.086905,22.08295,17.961505889892578,19.1043758392334
item1968,25.43298,29.033083,17.880271911621094,21.879682540893555
item1969,20.125713,21.931389,16.042789459228516,18.962730407714844
item196,28.005705,29.359835,20.63364028930664,23.02671241760254
item1970,18.454996,18.912683,15.263139724731445,16.475664138793945
item1971,23.849575,24.893497,17.529298782348633,18.85621452331543
item1972,25.641354,25.88584,19.815834045410156,20.622940063476562
item1973,21.1049,21.023685,14.984053611755371,15.668890953063965
item1974,18.58657,21.820704,13.936210632324219,17.64547348022461
item1975,22.834957,23.956474,17.916507720947266,19.21825408935547
item1976,29.40151,28.78615,19.84341812133789,19.48187828063965
item1977,22.383247,22.822935,18.09487533569336,18.91008758544922
item1978,24.78267,24.061295,20.598764419555664,20.09963035583496
item1979,30.17312,29.504362,22.023540496826172,21.78660011291504
item197,25.4049,25.186157,18.06720733642578,18.170063018798828
item1980,23.938759,23.852394,18.897743225097656,19.1304874420166
item1981,13.162562,12.983603,10.988435745239258,11.0557279586792
item1982,21.20334,21.719673,17.077655792236328,18.039857864379883
item1983,22.077394,22.587698,16.496034622192383,17.202659606933594
item1984,25.898237,25.780958,18.799278259277344,18.79961585998535
item1985,29.120775,28.88055,22.32646369934082,22.56343650817871
item1986,27.334377,28.212198,20.239948272705078,21.357683181762695
item1987,23.00778,24.705317,17.799779891967773,19.973054885864258
item1988,17.08963,17.331432,13.357397079467773,13.82706069946289
item1989,26.405365,26.239214,20.469623565673828,20.482797622680664
item198,23.082054,24.219719,18.78799819946289,20.236434936523438
item1990,21.242157,22.596907,16.858217239379883,18.55483055114746
item1991,20.449253,20.392183,15.111808776855469,15.37169075012207
item1992,22.46816,23.156092,17.808744430541992,18.728031158447266
item1993,20.285904,22.619184,15.753988265991211,18.57671356201172
item1994,26.194391,23.54039,20.092039108276367,18.467321395874023
item1995,20.89582,20.619568,17.704605102539062,17.72213363647461
item1996,25.194952,25.033478,17.608665466308594,17.672067642211914
item1997,22.672897,22.464895,17.79888343811035,17.73809242248535
item1998,22.196144,23.287416,17.667617797851562,19.0531005859375
item1999,23.660105,25.682373,16.524789810180664,18.8134765625
item199,32.96656,33.357323,22.572553634643555,23.161842346191406
item19,21.604404,22.112951,15.643625259399414,16.426860809326172
item1,23.588722,19.205088,16.72264289855957,12.890602111816406
item2000,31.785162,32.03864,22.123985290527344,22.598081588745117
item2001,18.76886,22.23993,15.424010276794434,19.317684173583984
item2002,31.13332,33.843025,22.7386474609375,25.877769470214844
item2003,21.589882,21.902569,15.464998245239258,15.935404777526855
item2004,24.6114,25.64655,19.526103973388672,20.711963653564453
item2005,29.633322,31.280846,22.559356689453125,24.670568466186523
item2006,25.347313,25.143612,19.50969696044922,19.547666549682617
item2007,17.939154,17.90617,14.792797088623047,14.895596504211426
item2008,20.331028,20.730621,15.830528259277344,16.367412567138672
item2009,25.582232,25.333246,19.713869094848633,19.610877990722656
item200,27.605532,29.47947,21.086315155029297,23.41338539123535
item2010,19.49771,19.457222,15.086385726928711,15.5261869430542
item2011,26.823692,28.120304,20.716402053833008,22.28858757019043
item2012,13.780136,13.737177,10.808511734008789,11.028042793273926
item2013,20.543505,25.733395,15.896842956542969,21.40585708618164
item2014,25.508514,25.498552,21.168811798095703,21.345840454101562
item2015,20.507294,21.57755,17.334775924682617,18.992963790893555
item2016,27.021523,27.655457,17.522897720336914,18.84309959411621
item2017,14.688896,14.644914,12.698275566101074,12.836625099182129
item2018,29.09194,29.873188,19.078664779663086,20.261425018310547
item2019,17.542458,17.927723,14.093994140625,14.619939804077148
item201,13.133361,13.961188,10.853919982910156,12.042509078979492
item2020,29.0039,30.46555,19.516376495361328,21.591772079467773
item2021,25.057035,24.14554,19.772886276245117,19.388259887695312
item2022,24.895296,25.350883,17.960729598999023,18.71538543701172
item2023,23.584816,24.607294,17.114643096923828,18.317142486572266
item2024,19.848688,19.561796,15.672952651977539,15.492300987243652
item2025,24.74709,24.61051,18.1882381439209,18.41977882385254
item2026,31.862198,33.225197,22.81683349609375,24.909250259399414
item2027,21.170376,19.719004,16.381887435913086,15.4479341506958
item2028,23.572433,26.533106,19.093252182006836,22.474689483642578
item2029,27.915407,29.207064,19.929977416992188,21.70521354675293
item202,25.659775,24.788055,19.950347900390625,19.3839054107666
item2030,23.899567,24.789877,17.59333038330078,18.736602783203125
item2031,27.587723,27.67973,20.080486297607422,20.40224838256836
item2032,26.285425,25.507988,20.031875610351562,19.462257385253906
